0,11.23,9.85,5.75,4.32,10.96,18.13
1.85,0,11.32,7.21,5.79,5.29,14.56
0,14.88,0,9.46,7.96,14.28,21.6
0,12.5,11.31,0,4.19,12.07,19.31
0,10.7,10.75,3.66,0,10.13,17.32
0,5.08,11.41,7.38,5.87,0,10.7
0,12.58,11.39,7.34,5.84,10.49,0
