0,0,4.29,10.03,0,13.42,0
0,0,6.19,8.26,0,13.75,0
3.73,4.64,0,13.3,0,15.5,0
0,0,0,0,3.67,0,0
0,2.66,5.3,0,0,14.43,0
4.78,0,0,0,0,0,6.4
0,5.35,8.04,13.71,0,0,0
